qid,relation_id,relation_labels
Q6437403,dict_keys([]),dict_values([])
Q216961,"dict_keys(['genre', 'item for this sense', 'subclass of', 'different from', 'based on', ""category's main topic""])","dict_values(['P136', 'P5137', 'P279', 'P1889', 'P144', 'P301'])"
['Q884'],error,error
Q38903,"dict_keys(['has part(s)', 'record label', 'parent organization', 'copyright holder', 'partnership with', 'distributed by', 'category combines topics', 'published in', 'legal form', 'part of', 'Wikidata property example', 'different from', 'occupant', 'employer', 'founded by', 'owned by', 'genre', 'operator', 'followed by', 'developer', 'producer', 'copyright representative', 'production company', 'has subsidiary', ""category's main topic""])","dict_values(['P527', 'P264', 'P749', 'P3931', 'P2652', 'P750', 'P971', 'P1433', 'P1454', 'P361', 'P1855', 'P1889', 'P466', 'P108', 'P112', 'P127', 'P136', 'P137', 'P156', 'P178', 'P162', 'P6275', 'P272', 'P355', 'P301'])"
Q170614,"dict_keys(['operator', 'owned by', 'employer', 'parent organization', 'used by', 'Wikidata property example', 'model item', 'merged into', ""category's main topic""])","dict_values(['P137', 'P127', 'P108', 'P749', 'P1535', 'P1855', 'P5869', 'P7888', 'P301'])"
['Q82955'],error,error
Q1130247,"dict_keys(['place of birth', 'headquarters location', ""category's main topic"", 'place of death', 'located in the administrative territorial entity', 'residence', 'category combines topics', 'terminus', 'terminus location'])","dict_values(['P19', 'P159', 'P301', 'P20', 'P131', 'P551', 'P971', 'P559', 'P609'])"
['Q12078'],error,error
Q3490637,"dict_keys(['follows', 'followed by'])","dict_values(['P155', 'P156'])"
Q3060850,"dict_keys(['performer', 'followed by', 'cast member', 'template has topic', 'has part(s)', ""category's main topic""])","dict_values(['P175', 'P156', 'P161', 'P1423', 'P527', 'P301'])"
Q4710994,dict_keys([]),dict_values([])
Q6123459,dict_keys([]),dict_values([])
Q4928149,"dict_keys(['follows', 'followed by'])","dict_values(['P155', 'P156'])"
Q144068,"dict_keys(['main subject', 'parent taxon'])","dict_values(['P921', 'P171'])"
Q7414,"dict_keys(['employer', 'owned by', 'publisher', 'record label', 'production company', 'developer', 'founded by', 'item for this sense', 'operator', 'parent organization', 'Wikidata property example', ""topic's main category"", 'creator', 'distributed by', 'producer', 'facet of', 'followed by', 'named after', 'central bank/issuer', 'has part(s)', 'conferred by', 'copyright holder', 'owner of', 'organizer', 'part of', ""category's main topic"", 'influenced by', 'author', 'main subject', 'category combines topics', 'commissioned by', 'depicts', 'participant', 'notable work', 'winner', 'affiliation', 'interested in', 'dedicated to', 'performer', 'original broadcaster', ""Wikimedia portal's main topic""])","dict_values(['P108', 'P127', 'P123', 'P264', 'P272', 'P178', 'P112', 'P5137', 'P137', 'P749', 'P1855', 'P910', 'P170', 'P750', 'P162', 'P1269', 'P156', 'P138', 'P562', 'P527', 'P1027', 'P3931', 'P1830', 'P664', 'P361', 'P301', 'P737', 'P50', 'P921', 'P971', 'P88', 'P180', 'P710', 'P800', 'P1346', 'P1416', 'P2650', 'P825', 'P175', 'P449', 'P1204'])"
Q782465,dict_keys(['followed by']),dict_values(['P156'])
Q6196678,dict_keys([]),dict_values([])
Q6329175,dict_keys(['employer']),dict_values(['P108'])
Q130232,"dict_keys(['subclass of', 'genre', 'instance of', ""category's main topic"", 'field of work', 'composer', 'main subject', 'category combines topics', 'facet of', 'different from'])","dict_values(['P279', 'P136', 'P31', 'P301', 'P101', 'P86', 'P921', 'P971', 'P1269', 'P1889'])"
['Q3472301'],error,error
Q1630971,"dict_keys(['followed by', 'follows'])","dict_values(['P156', 'P155'])"
Q484641,"dict_keys(['field of work', 'genre', 'movement', 'subclass of', ""category's main topic"", 'category combines topics', 'facet of'])","dict_values(['P101', 'P136', 'P135', 'P279', 'P301', 'P971', 'P1269'])"
Q3522507,dict_keys([]),dict_values([])
Q3071,"dict_keys(['field of work', 'movement', 'genre', 'interested in', 'influenced by', 'main subject', 'category combines topics', ""Wikimedia portal's main topic"", 'template has topic', 'different from', 'subclass of', 'item for this sense', ""category's main topic"", 'named after', 'performer'])","dict_values(['P101', 'P135', 'P136', 'P2650', 'P737', 'P921', 'P971', 'P1204', 'P1423', 'P1889', 'P279', 'P5137', 'P301', 'P138', 'P175'])"
Q525,"dict_keys(['part of', 'parent astronomical body', 'depicts', 'instance of', 'field of work', 'named after', 'based on', 'source of energy', 'location', 'made from material', ""category's main topic"", 'powered by', 'has part(s)', 'child astronomical body', 'uses', 'domain of saint or deity', 'permanent duplicated item', 'has cause', 'narrative location', 'main subject', 'category combines topics', 'inspired by', 'facet of', 'fictional analog of', 'home world', 'represents', 'template has topic', 'has contributing factor', 'destination point', 'Wikidata property example', 'different from', 'item for this sense', 'has pattern', 'model item'])","dict_values(['P361', 'P397', 'P180', 'P31', 'P101', 'P138', 'P144', 'P618', 'P276', 'P186', 'P301', 'P516', 'P527', 'P398', 'P2283', 'P2925', 'P2959', 'P828', 'P840', 'P921', 'P971', 'P941', 'P1269', 'P1074', 'P1165', 'P1268', 'P1423', 'P1479', 'P1444', 'P1855', 'P1889', 'P5137', 'P5422', 'P5869'])"
Q7325,"dict_keys(['item for this sense', 'religion or worldview', 'instance of', 'ethnic group', 'subclass of', 'opposite of', 'part of', 'target', 'facet of', 'participant', 'studies', 'depicts', 'characters', 'named after', 'culture', 'main subject', ""category's main topic"", 'has part(s)', 'field of work', 'interested in', 'genre', 'category combines topics', 'category contains', 'intended public', 'is a list of', 'country of citizenship', 'used by', 'indigenous to', 'commemorates', 'allegiance', 'diaspora', 'different from', 'people or cargo transported', 'template has topic', 'affiliation', 'based on', 'victim', 'religious order', 'inscription mentions'])","dict_values(['P5137', 'P140', 'P31', 'P172', 'P279', 'P461', 'P361', 'P533', 'P1269', 'P710', 'P2578', 'P180', 'P674', 'P138', 'P2596', 'P921', 'P301', 'P527', 'P101', 'P2650', 'P136', 'P971', 'P4224', 'P2360', 'P360', 'P27', 'P1535', 'P2341', 'P547', 'P945', 'P3833', 'P1889', 'P3437', 'P1423', 'P1416', 'P144', 'P8032', 'P611', 'P6568'])"
Q1045012,"dict_keys(['located in the administrative territorial entity', ""category's main topic"", 'capital of'])","dict_values(['P131', 'P301', 'P1376'])"
Q7284660,dict_keys(['based on']),dict_values(['P144'])
Q770030,dict_keys(['depicts']),dict_values(['P180'])
Q5123995,dict_keys([]),dict_values([])
Q200092,"dict_keys(['is a list of', 'instance of', 'industry', 'genre', 'template has topic', ""topic's main category"", 'main subject', 'category combines topics', 'facet of', 'category contains', 'item for this sense', 'subclass of', ""category's main topic"", 'model item', 'references work, tradition or theory', 'has part(s)'])","dict_values(['P360', 'P31', 'P452', 'P136', 'P1423', 'P910', 'P921', 'P971', 'P1269', 'P4224', 'P5137', 'P279', 'P301', 'P5869', 'P8371', 'P527'])"
Q27735,dict_keys([]),dict_values([])
Q7142481,dict_keys(['follows']),dict_values(['P155'])
Q3295917,dict_keys([]),dict_values([])
Q309989,"dict_keys(['father', 'spouse', 'child', 'cast member', 'producer', 'performer', 'main subject', ""category's main topic"", 'depicts', 'sibling'])","dict_values(['P22', 'P26', 'P40', 'P161', 'P162', 'P175', 'P921', 'P301', 'P180', 'P3373'])"
Q101437,"dict_keys(['father', 'author', 'commissioned by', 'named after', 'founded by', ""category's main topic"", 'characters', 'participant', 'commemorates', 'main subject', 'successful candidate', 'consecrator', 'different from', 'significant person'])","dict_values(['P22', 'P50', 'P88', 'P138', 'P112', 'P301', 'P674', 'P710', 'P547', 'P921', 'P991', 'P1598', 'P1889', 'P3342'])"
Q4017905,dict_keys([]),dict_values([])
Q2641946,dict_keys([]),dict_values([])
Q639452,"dict_keys(['place of birth', 'place of death', 'contains the administrative territorial entity', 'headquarters location', 'located in the administrative territorial entity', 'twinned administrative body', 'start point', 'place of burial', 'owned by', 'operator', 'location', 'terminus location', 'residence', 'category combines topics', 'place of publication', 'named after', 'location of formation', ""category's main topic"", 'licensed to broadcast to', 'place served by transport hub', 'significant place', 'destination point'])","dict_values(['P19', 'P20', 'P150', 'P159', 'P131', 'P190', 'P1427', 'P119', 'P127', 'P137', 'P276', 'P609', 'P551', 'P971', 'P291', 'P138', 'P740', 'P301', 'P1408', 'P931', 'P7153', 'P1444'])"
Q5467091,dict_keys([]),dict_values([])
Q15966188,"dict_keys(['follows', 'followed by'])","dict_values(['P155', 'P156'])"
Q11474445,dict_keys(['cast member']),dict_values(['P161'])
Q6510598,dict_keys(['followed by']),dict_values(['P156'])
Q1929019,"dict_keys(['director', 'cast member', 'category combines topics'])","dict_values(['P57', 'P161', 'P971'])"
Q630819,"dict_keys(['director', 'category combines topics', 'animator', 'contributor to the creative work or subject'])","dict_values(['P57', 'P971', 'P6942', 'P767'])"
Q339960,"dict_keys(['follows', 'has part(s)', 'different from', 'followed by'])","dict_values(['P155', 'P527', 'P1889', 'P156'])"
Q6299438,dict_keys(['cast member']),dict_values(['P161'])
Q60072,"dict_keys(['derivative work', 'music created for', 'part of'])","dict_values(['P4969', 'P9899', 'P361'])"
Q7379660,dict_keys(['part of']),dict_values(['P361'])
Q1061749,"dict_keys(['follows', 'followed by'])","dict_values(['P155', 'P156'])"
Q12204,"dict_keys(['cause of death', 'main subject', 'has use', 'depicts', 'subclass of', 'field of work', ""category's main topic"", 'named after', 'has cause', 'vaccine for', 'genetic association', 'interested in', 'medical condition treated', 'item for this sense', 'cites work', 'therapeutic area', 'studies', 'suggests the existence of', 'medical condition', 'category combines topics', 'manner of death', 'template has topic', 'facet of', 'has effect', 'different from', 'Wikidata property example'])","dict_values(['P509', 'P921', 'P366', 'P180', 'P279', 'P101', 'P301', 'P138', 'P828', 'P1924', 'P2293', 'P2650', 'P2175', 'P5137', 'P2860', 'P4044', 'P2578', 'P5132', 'P1050', 'P971', 'P1196', 'P1423', 'P1269', 'P1542', 'P1889', 'P1855'])"
Q7812507,dict_keys(['founded by']),dict_values(['P112'])
Q349420,"dict_keys(['performer', 'cast member', 'category combines topics', ""category's main topic"", 'template has topic', 'talk show guest'])","dict_values(['P175', 'P161', 'P971', 'P301', 'P1423', 'P5030'])"
Q3806897,dict_keys(['has part(s)']),dict_values(['P527'])
Q3083436,dict_keys(['different from']),dict_values(['P1889'])
['Q11634'],error,error
['Q254675'],error,error
Q3216383,dict_keys([]),dict_values([])
Q1825174,dict_keys([]),dict_values([])
Q3182877,dict_keys([]),dict_values([])
Q5339849,"dict_keys(['has part(s)', 'sibling'])","dict_values(['P527', 'P3373'])"
Q5603138,dict_keys(['performer']),dict_values(['P175'])
Q7296688,dict_keys([]),dict_values([])
Q565643,dict_keys(['notable work']),dict_values(['P800'])
Q2594458,"dict_keys(['spouse', 'author', 'screenwriter', 'guest of honor'])","dict_values(['P26', 'P50', 'P58', 'P967'])"
Q527055,"dict_keys(['producer', 'performer', 'has part(s)', 'record label', 'template has topic', ""category's main topic"", 'category combines topics', 'lyrics by'])","dict_values(['P162', 'P175', 'P527', 'P264', 'P1423', 'P301', 'P971', 'P676'])"
Q213411,"dict_keys(['different from', 'notable work', 'Wikidata property example'])","dict_values(['P1889', 'P800', 'P1855'])"
Q3976930,"dict_keys(['follows', 'followed by', 'has part(s)'])","dict_values(['P155', 'P156', 'P527'])"
Q3442079,dict_keys(['main subject']),dict_values(['P921'])
Q1530,"dict_keys(['item for this sense', 'place of birth', 'place of death', 'demonym of', 'located in the administrative territorial entity', 'capital', 'headquarters location', 'twinned administrative body', 'location of formation', 'location', 'residence', 'Wikidata property example', 'place of burial', 'named after', 'employer', 'educated at', 'terminus', 'narrative location', 'work location', 'place of publication', 'operating area', 'applies to jurisdiction', 'replaced by', 'start point', 'licensed to broadcast to', 'facet of', 'category combines topics', 'filming location', 'official residence', 'main subject', 'country of citizenship', 'place served by transport hub', 'location of creation', 'depicts', ""category's main topic"", 'subclass of', ""Wikimedia portal's main topic"", 'published in', 'research site'])","dict_values(['P5137', 'P19', 'P20', 'P6271', 'P131', 'P36', 'P159', 'P190', 'P740', 'P276', 'P551', 'P1855', 'P119', 'P138', 'P108', 'P69', 'P559', 'P840', 'P937', 'P291', 'P2541', 'P1001', 'P1366', 'P1427', 'P1408', 'P1269', 'P971', 'P915', 'P263', 'P921', 'P27', 'P931', 'P1071', 'P180', 'P301', 'P279', 'P1204', 'P1433', 'P6153'])"
Q63622,"dict_keys(['named after', 'main subject', 'student of', 'doctoral student'])","dict_values(['P138', 'P921', 'P1066', 'P185'])"
Q4309170,dict_keys(['performer']),dict_values(['P175'])
Q2803733,dict_keys([]),dict_values([])
Q4135327,"dict_keys(['main subject', 'student'])","dict_values(['P921', 'P802'])"
Q6469551,dict_keys([]),dict_values([])
['Q945690'],error,error
Q483251,"dict_keys(['genre', 'subclass of', 'field of work', 'based on', 'main subject', 'facet of', 'different from', 'category combines topics', ""category's main topic""])","dict_values(['P136', 'P279', 'P101', 'P144', 'P921', 'P1269', 'P1889', 'P971', 'P301'])"
Q2440,dict_keys([]),dict_values([])
['Q5306562'],error,error
Q6935766,dict_keys([]),dict_values([])
Q16967750,"dict_keys(['follows', 'followed by'])","dict_values(['P155', 'P156'])"
['Q579927'],error,error
Q506860,"dict_keys(['performer', 'category combines topics', 'participant'])","dict_values(['P175', 'P971', 'P710'])"
Q4003153,"dict_keys(['part of', 'has part(s)'])","dict_values(['P361', 'P527'])"
Q313185,"dict_keys(['father', 'author', 'child', 'screenwriter', 'cast member', ""category's main topic"", 'guest of honor', 'creator', 'winner', 'influenced by', 'after a work by', 'acknowledged', 'inspired by', 'category combines topics'])","dict_values(['P22', 'P50', 'P40', 'P58', 'P161', 'P301', 'P967', 'P170', 'P1346', 'P737', 'P1877', 'P7137', 'P941', 'P971'])"
Q817138,"dict_keys(['genre', 'different from', 'subclass of', 'influenced by', 'radio format', 'field of work', 'industry', 'named after', 'facet of', ""category's main topic""])","dict_values(['P136', 'P1889', 'P279', 'P737', 'P415', 'P101', 'P452', 'P138', 'P1269', 'P301'])"
Q746043,dict_keys(['architect']),dict_values(['P84'])
Q5029137,dict_keys([]),dict_values([])
Q2545135,"dict_keys(['genre', ""category's main topic""])","dict_values(['P136', 'P301'])"
Q47087,"dict_keys(['author', 'spouse', 'named after', 'screenwriter', 'performer', 'creator', 'after a work by', 'winner', 'main subject', 'cast member', 'facet of', ""category's main topic"", 'guest of honor', 'category combines topics'])","dict_values(['P50', 'P26', 'P138', 'P58', 'P175', 'P170', 'P1877', 'P1346', 'P921', 'P161', 'P1269', 'P301', 'P967', 'P971'])"
Q430525,"dict_keys(['instance of', 'genre', 'is a list of', 'facet of', ""category's main topic"", 'category combines topics', 'category contains', 'has quality', 'partially coincident with', 'form of creative work', 'is metaclass for'])","dict_values(['P31', 'P136', 'P360', 'P1269', 'P301', 'P971', 'P4224', 'P1552', 'P1382', 'P7937', 'P8225'])"
['Q11366'],error,error
Q17026254,"dict_keys(['follows', 'followed by', 'notable work'])","dict_values(['P155', 'P156', 'P800'])"
Q787966,"dict_keys(['owned by', 'editor'])","dict_values(['P127', 'P98'])"
Q616305,"dict_keys(['author', 'child', 'doctoral advisor', 'doctoral student', 'relative', 'sibling'])","dict_values(['P50', 'P40', 'P184', 'P185', 'P1038', 'P3373'])"
Q2333404,"dict_keys(['recording or performance of', 'different from'])","dict_values(['P2550', 'P1889'])"
Q65905,"dict_keys(['place of birth', 'residence'])","dict_values(['P19', 'P551'])"
Q1932991,"dict_keys(['has part(s)', 'different from', 'part of'])","dict_values(['P527', 'P1889', 'P361'])"
Q1961758,dict_keys([]),dict_values([])
Q472595,"dict_keys(['performer', ""category's main topic"", 'part of', 'member of', 'influenced by', 'category combines topics', 'participant', 'winner', 'template has topic'])","dict_values(['P175', 'P301', 'P361', 'P463', 'P737', 'P971', 'P710', 'P1346', 'P1423'])"
Q742281,dict_keys(['sibling']),dict_values(['P3373'])
Q16026213,dict_keys(['spouse']),dict_values(['P26'])
Q925405,"dict_keys(['doctoral advisor', 'author', 'father', 'student', 'doctoral student', 'student of', 'different from', 'editor', 'named after'])","dict_values(['P184', 'P50', 'P22', 'P802', 'P185', 'P1066', 'P1889', 'P98', 'P138'])"
Q7380353,dict_keys([]),dict_values([])
Q5764283,dict_keys([]),dict_values([])
Q2366036,dict_keys([]),dict_values([])
Q6524115,"dict_keys(['performer', 'producer'])","dict_values(['P175', 'P162'])"
Q1118677,dict_keys([]),dict_values([])
Q7612008,dict_keys(['has part(s)']),dict_values(['P527'])
Q4853277,dict_keys([]),dict_values([])
Q2288080,dict_keys([]),dict_values([])
Q1372139,"dict_keys(['director', 'follows', 'performer', 'followed by', 'cast member', 'creator'])","dict_values(['P57', 'P155', 'P175', 'P156', 'P161', 'P170'])"
Q580794,dict_keys(['part of']),dict_values(['P361'])
['Q130232'],error,error
Q4759352,dict_keys([]),dict_values([])
Q7589922,dict_keys(['place of burial']),dict_values(['P119'])
Q1810417,dict_keys([]),dict_values([])
Q3179118,dict_keys(['father']),dict_values(['P22'])
Q3242848,"dict_keys(['part of', 'has part(s)', 'conflict', 'main subject'])","dict_values(['P361', 'P527', 'P607', 'P921'])"
Q182015,"dict_keys(['item for this sense', 'genre', 'subclass of', 'interested in', 'main subject', 'field of work', 'is metaclass for', 'product or material produced', 'collection', ""category's main topic""])","dict_values(['P5137', 'P136', 'P279', 'P2650', 'P921', 'P101', 'P8225', 'P1056', 'P195', 'P301'])"
Q2617472,"dict_keys(['follows', 'followed by'])","dict_values(['P155', 'P156'])"
Q23197,"dict_keys(['place of death', 'place of birth', 'item for this sense', 'capital', 'headquarters location', 'twinned administrative body', 'residence', 'work location', 'location', 'located in the administrative territorial entity', 'location of formation', 'filming location', 'owned by', 'shares border with', 'different from', 'named after', 'contains the administrative territorial entity', 'place served by transport hub', 'recorded at studio or venue', 'category combines topics', 'terminus location', 'licensed to broadcast to', ""category's main topic"", 'place of publication', 'recording location', 'site of astronomical discovery', 'main subject', 'exhibition history', 'narrative location', 'operating area', 'start point', 'applies to jurisdiction', 'destination point', 'depicts', 'significant place', 'maintained by', 'country of origin', 'home port'])","dict_values(['P20', 'P19', 'P5137', 'P36', 'P159', 'P190', 'P551', 'P937', 'P276', 'P131', 'P740', 'P915', 'P127', 'P47', 'P1889', 'P138', 'P150', 'P931', 'P483', 'P971', 'P609', 'P1408', 'P301', 'P291', 'P8546', 'P65', 'P921', 'P608', 'P840', 'P2541', 'P1427', 'P1001', 'P1444', 'P180', 'P7153', 'P126', 'P495', 'P504'])"
Q1508355,"dict_keys(['part of', 'follows', 'followed by'])","dict_values(['P361', 'P155', 'P156'])"
Q7991652,dict_keys(['based on']),dict_values(['P144'])
Q51290,"dict_keys(['item for this sense', 'subclass of', 'depicts', 'instrument', 'instrumentation', 'facet of', 'product or material produced', 'Wikidata property example', 'different from', 'named after', 'category combines topics', ""category's main topic"", 'main subject', 'uses'])","dict_values(['P5137', 'P279', 'P180', 'P1303', 'P870', 'P1269', 'P1056', 'P1855', 'P1889', 'P138', 'P971', 'P301', 'P921', 'P2283'])"
Q5241345,dict_keys([]),dict_values([])
Q193958,"dict_keys(['performer', 'cast member', 'participant'])","dict_values(['P175', 'P161', 'P710'])"
Q5469431,"dict_keys(['part of', 'followed by'])","dict_values(['P361', 'P156'])"
['Q606321'],error,error
Q860750,"dict_keys(['genre', 'item for this sense', 'Wikidata property example', 'subclass of', 'product or material produced', ""category's main topic""])","dict_values(['P136', 'P5137', 'P1855', 'P279', 'P1056', 'P301'])"
Q6877504,"dict_keys(['follows', 'followed by'])","dict_values(['P155', 'P156'])"
Q3418155,dict_keys([]),dict_values([])
Q1088058,"dict_keys(['notable work', 'derivative work', 'present in work'])","dict_values(['P800', 'P4969', 'P1441'])"
Q34787,"dict_keys(['author', 'child', 'discoverer or inventor', 'editor', 'founded by', 'named after', ""category's main topic"", 'influenced by', 'unmarried partner', 'characters', 'commemorates', 'main subject', 'godparent', 'partner in business or sport', 'interested in', 'employer', 'depicts', 'has part(s)', 'speaker', 'author of foreword', 'translator'])","dict_values(['P50', 'P40', 'P61', 'P98', 'P112', 'P138', 'P301', 'P737', 'P451', 'P674', 'P547', 'P921', 'P1290', 'P1327', 'P2650', 'P108', 'P180', 'P527', 'P823', 'P2679', 'P655'])"
Q541573,"dict_keys(['composer', 'performer', 'has part(s)', 'lyrics by'])","dict_values(['P86', 'P175', 'P527', 'P676'])"
Q6266883,dict_keys([]),dict_values([])
Q1153079,"dict_keys(['voice actor', 'performer', 'cast member', 'presenter', 'template has topic'])","dict_values(['P725', 'P175', 'P161', 'P371', 'P1423'])"
Q336286,"dict_keys(['position played on team / speciality', 'subject has role', 'composer', 'subclass of', 'position held', 'occupation', ""category's main topic"", 'category combines topics', 'different from', 'fictional analog of', 'item for this sense', 'opposite of'])","dict_values(['P413', 'P2868', 'P86', 'P279', 'P39', 'P106', 'P301', 'P971', 'P1889', 'P1074', 'P5137', 'P461'])"
Q7518599,dict_keys([]),dict_values([])
Q7926421,dict_keys([]),dict_values([])
Q7621641,dict_keys(['has part(s)']),dict_values(['P527'])
Q688681,dict_keys(['main subject']),dict_values(['P921'])
Q42463,"dict_keys(['shares border with', 'located in the administrative territorial entity', 'contains the administrative territorial entity', 'capital of'])","dict_values(['P47', 'P131', 'P150', 'P1376'])"
Q7783654,dict_keys([]),dict_values([])
Q540935,"dict_keys(['participant', 'spouse'])","dict_values(['P710', 'P26'])"
Q16142922,dict_keys([]),dict_values([])
Q2591006,"dict_keys(['has part(s)', ""category's main topic""])","dict_values(['P527', 'P301'])"
Q873647,"dict_keys(['main subject', 'father', 'student', 'student of'])","dict_values(['P921', 'P22', 'P802', 'P1066'])"
Q5473409,dict_keys([]),dict_values([])
Q7210294,"dict_keys(['genre', ""category's main topic""])","dict_values(['P136', 'P301'])"
Q48320,"dict_keys(['place of birth', 'shares border with', 'located in the administrative territorial entity', 'named after', 'twinned administrative body', 'headquarters location', 'place of death', 'owned by', 'maintained by', 'place of burial', 'capital', 'location', 'location of formation', 'narrative location', 'has part(s)', 'port of registry', 'terminus location', 'residence', 'primary destinations', 'manufacturer', 'work location', 'located in the present-day administrative territorial entity', 'location of creation', 'place served by transport hub', 'applies to jurisdiction', 'organizer', ""category's main topic"", 'indigenous to', 'architect', 'territory overlaps', 'main subject', 'facet of', 'replaced by', 'category combines topics', 'destination point', 'filming location', 'parent organization', 'depicts', 'contains the administrative territorial entity', 'creator'])","dict_values(['P19', 'P47', 'P131', 'P138', 'P190', 'P159', 'P20', 'P127', 'P126', 'P119', 'P36', 'P276', 'P740', 'P840', 'P527', 'P532', 'P609', 'P551', 'P1302', 'P176', 'P937', 'P3842', 'P1071', 'P931', 'P1001', 'P664', 'P301', 'P2341', 'P84', 'P3179', 'P921', 'P1269', 'P1366', 'P971', 'P1444', 'P915', 'P749', 'P180', 'P150', 'P170'])"
Q337557,"dict_keys(['cast member', 'performer', 'voice actor'])","dict_values(['P161', 'P175', 'P725'])"
Q213665,"dict_keys(['field of usage', 'genre', 'main subject', 'interested in', 'field of work', 'facet of', 'influenced by', 'subclass of', ""category's main topic""])","dict_values(['P9488', 'P136', 'P921', 'P2650', 'P101', 'P1269', 'P737', 'P279', 'P301'])"
Q280658,"dict_keys(['position played on team / speciality', 'position held', 'located in the administrative territorial entity', 'item for this sense', 'fictional analog of', 'subclass of', ""category's main topic"", 'opposite of'])","dict_values(['P413', 'P39', 'P131', 'P5137', 'P1074', 'P279', 'P301', 'P461'])"
Q888032,dict_keys([]),dict_values([])
Q7844480,dict_keys([]),dict_values([])
Q11629,"dict_keys(['depicts', 'field of work', 'instance of', 'subclass of', ""category's main topic"", 'made from material', 'main subject', 'business division', 'category combines topics', ""Wikimedia portal's main topic"", 'facet of', 'has part(s)', 'direction', 'part of', 'is a list of', 'industry', 'field of this occupation', 'influenced by', 'notable work', 'has use', 'significant event', 'academic major', 'fabrication method', 'uses', 'studies', 'interested in', 'genre', 'award received', 'creator', 'category contains', 'research intervention', 'item for this sense', 'is metaclass for', 'predicate for', 'field of usage', 'used by', 'different from', 'occupation', 'movement'])","dict_values(['P180', 'P101', 'P31', 'P279', 'P301', 'P186', 'P921', 'P199', 'P971', 'P1204', 'P1269', 'P527', 'P560', 'P361', 'P360', 'P452', 'P425', 'P737', 'P800', 'P366', 'P793', 'P812', 'P2079', 'P2283', 'P2578', 'P2650', 'P136', 'P166', 'P170', 'P4224', 'P4844', 'P5137', 'P8225', 'P9970', 'P9488', 'P1535', 'P1889', 'P106', 'P135'])"
Q9778,"dict_keys(['field of work', 'item for this sense', 'genre', 'subclass of', 'has use', 'radio format', 'different from', 'main subject', 'interested in', 'instrumentation', 'field of this occupation', 'category combines topics', 'facet of', 'is metaclass for', ""Wikimedia portal's main topic"", ""category's main topic"", 'performer'])","dict_values(['P101', 'P5137', 'P136', 'P279', 'P366', 'P415', 'P1889', 'P921', 'P2650', 'P870', 'P425', 'P971', 'P1269', 'P8225', 'P1204', 'P301', 'P175'])"
Q11895363,"dict_keys(['director', 'screenwriter', 'creator'])","dict_values(['P57', 'P58', 'P170'])"
Q16302098,dict_keys([]),dict_values([])
Q205049,"dict_keys(['item for this sense', 'field of work', 'genre', 'subclass of', 'different from', 'Wikidata property example', 'based on', 'said to be the same as', 'facet of', 'category combines topics', ""category's main topic"", 'interested in', 'notable work', 'record label', 'influenced by', 'template has topic', 'main subject', 'is metaclass for', 'radio format'])","dict_values(['P5137', 'P101', 'P136', 'P279', 'P1889', 'P1855', 'P144', 'P460', 'P1269', 'P971', 'P301', 'P2650', 'P800', 'P264', 'P737', 'P1423', 'P921', 'P8225', 'P415'])"
Q13271270,dict_keys([]),dict_values([])
Q2156811,dict_keys([]),dict_values([])
Q1136502,"dict_keys(['named after', 'crosses', 'located in or next to body of water', 'lake outflow', 'inflows', 'tributary', 'mouth of the watercourse', ""category's main topic"", 'main subject', 'offers view on', 'category combines topics'])","dict_values(['P138', 'P177', 'P206', 'P201', 'P200', 'P974', 'P403', 'P301', 'P921', 'P3173', 'P971'])"
Q2290725,"dict_keys(['developer', 'publisher', ""category's main topic""])","dict_values(['P178', 'P123', 'P301'])"
Q3844143,dict_keys([]),dict_values([])
Q18835,"dict_keys(['parent taxon', ""category's main topic"", 'main subject', 'species kept', 'taxon especially protected in area'])","dict_values(['P171', 'P301', 'P921', 'P1990', 'P6569'])"
Q1116527,"dict_keys(['follows', 'followed by'])","dict_values(['P155', 'P156'])"
Q328941,"dict_keys(['place of birth', 'place of death', 'place of burial', 'located in the administrative territorial entity', 'capital', 'shares border with', 'headquarters location', 'location', 'place of publication', 'named after', 'contains the administrative territorial entity', ""category's main topic"", 'narrative location', 'licensed to broadcast to', 'category combines topics', 'place served by transport hub', 'part of', 'different from', 'residence', 'applies to jurisdiction', 'work location'])","dict_values(['P19', 'P20', 'P119', 'P131', 'P36', 'P47', 'P159', 'P276', 'P291', 'P138', 'P150', 'P301', 'P840', 'P1408', 'P971', 'P931', 'P361', 'P1889', 'P551', 'P1001', 'P937'])"
