qid,target_relation,questions,relation_id,relation_labels
Q167022,P364,What is the language of something evil?,dict_keys([]),dict_values([])
Q7514202,P27,What is sailas namatak's place of origin?,dict_keys([]),dict_values([])
Q2283665,P264,Who is an artist on the tvt records label,"dict_keys(['record label', 'employer', ""category's main topic"", 'category combines topics', 'distributed by'])","dict_values(['P264', 'P108', 'P301', 'P971', 'P750'])"
Q3284802,P136,what kind of music is on the shadiest one?,dict_keys(['follows']),dict_values(['P155'])
Q3284940,P364,is mambéty for ever in english or french,dict_keys([]),dict_values([])
Q2845576,P162,who was the film producer for anatole dauman,"dict_keys(['cast member', 'producer', 'category combines topics', 'winner'])","dict_values(['P161', 'P162', 'P971', 'P1346'])"
Q3212493,P364,what language is shanghai affairs filmed in,dict_keys([]),dict_values([])
Q5125278,P27,which country is claire oberman from,dict_keys(['cast member']),dict_values(['P161'])
Q7691403,P136,what kind of music does team9 create,dict_keys(['performer']),dict_values(['P175'])
Q5307857,P136,what type of music does drive-by argument make?,dict_keys([]),dict_values([])
Q2289691,P40,who is ylenia carrisi's mother,"dict_keys(['child', 'cast member', 'sibling'])","dict_values(['P40', 'P161', 'P3373'])"
Q7174814,P21,is  peter hynes male or female,dict_keys([]),dict_values([])
Q7638961,P136,Which genre of music is on the album sunburst and snowblind,"dict_keys(['follows', 'followed by'])","dict_values(['P155', 'P156'])"
Q7325,P172,who is a jewish people painter,"dict_keys(['item for this sense', 'ethnic group', 'instance of', 'religion or worldview', 'named after', 'subclass of', 'target', 'part of', 'participant', 'main subject', 'opposite of', 'depicts', 'characters', 'based on', 'category combines topics', 'religious order', 'facet of', 'studies', 'intended public', 'inscription mentions', 'has part(s)', 'culture', 'indigenous to', 'diaspora', 'different from', 'field of work', 'interested in', 'genre', ""category's main topic"", 'category contains', 'is a list of', 'commemorates', 'used by', 'country of citizenship', 'allegiance', 'people or cargo transported', 'affiliation', 'victim', 'template has topic'])","dict_values(['P5137', 'P172', 'P31', 'P140', 'P138', 'P279', 'P533', 'P361', 'P710', 'P921', 'P461', 'P180', 'P674', 'P144', 'P971', 'P611', 'P1269', 'P2578', 'P2360', 'P6568', 'P527', 'P2596', 'P2341', 'P3833', 'P1889', 'P101', 'P2650', 'P136', 'P301', 'P4224', 'P360', 'P547', 'P1535', 'P27', 'P945', 'P3437', 'P1416', 'P8032', 'P1423'])"
Q6895044,P404,What is the name of a game that has multiplayer mode?,"dict_keys(['game mode', 'has use', 'subclass of', 'genre', ""category's main topic"", 'different from', 'product or material produced', 'industry', 'opposite of', 'input method'])","dict_values(['P404', 'P366', 'P279', 'P136', 'P301', 'P1889', 'P1056', 'P452', 'P461', 'P479'])"
Q7535907,P607,what military person was involved in  skirmish at miskel farm,dict_keys([]),dict_values([])
Q770103,P264,Who is an artist associated with bertelsmann music group,"dict_keys(['business division', 'record label', 'owned by', 'distributed by', 'replaces', 'parent organization', 'follows', 'category combines topics', 'employer', 'operator', 'production company'])","dict_values(['P199', 'P264', 'P127', 'P750', 'P1365', 'P749', 'P155', 'P971', 'P108', 'P137', 'P272'])"
Q8711253,P495,what country is the film keep away from the window filmed in?,dict_keys([]),dict_values([])
Q11629,P136,Which cvg game is a painting game?,"dict_keys(['depicts', 'subclass of', 'instance of', 'made from material', 'business division', ""category's main topic"", 'is a list of', 'part of', 'has use', 'field of work', 'field of this occupation', 'industry', 'facet of', 'fabrication method', 'main subject', 'notable work', 'academic major', 'influenced by', 'significant event', 'category combines topics', ""Wikimedia portal's main topic"", 'uses', 'interested in', 'studies', 'has part(s)', 'direction', 'research intervention', 'item for this sense', 'used by', 'different from', 'category contains', 'genre', 'field of usage', 'predicate for', 'is metaclass for', 'award received', 'creator', 'occupation', 'movement'])","dict_values(['P180', 'P279', 'P31', 'P186', 'P199', 'P301', 'P360', 'P361', 'P366', 'P101', 'P425', 'P452', 'P1269', 'P2079', 'P921', 'P800', 'P812', 'P737', 'P793', 'P971', 'P1204', 'P2283', 'P2650', 'P2578', 'P527', 'P560', 'P4844', 'P5137', 'P1535', 'P1889', 'P4224', 'P136', 'P9488', 'P9970', 'P8225', 'P166', 'P170', 'P106', 'P135'])"
Q1928777,P19,name an american journalist born in ladora,dict_keys(['place of birth']),dict_values(['P19'])
Q5546356,P27,What is George Weidler's nationality?,"dict_keys(['spouse', 'child'])","dict_values(['P26', 'P40'])"
Q133168,P20,what city did orhan die,"dict_keys(['father', 'child', 'spouse', ""category's main topic"", 'unmarried partner', 'main subject', 'different from', 'sibling'])","dict_values(['P22', 'P40', 'P26', 'P301', 'P451', 'P921', 'P1889', 'P3373'])"
Q2535572,P364,what language is spoken on autour d'une cabine,dict_keys([]),dict_values([])
Q1178926,P413,which position does w. g. richardson play,"dict_keys(['points/goal scored by', 'different from'])","dict_values(['P1363', 'P1889'])"
Q4758683,P27,which country was andrew szanton born in,dict_keys([]),dict_values([])
Q525,P398,What celestial body orbits the sun,"dict_keys(['part of', 'parent astronomical body', 'depicts', 'named after', 'instance of', 'field of work', 'powered by', 'has part(s)', 'source of energy', 'made from material', ""category's main topic"", 'location', 'domain of saint or deity', 'permanent duplicated item', 'uses', 'child astronomical body', 'item for this sense', 'main subject', 'narrative location', 'has cause', 'category combines topics', 'inspired by', 'fictional analog of', 'home world', 'represents', 'facet of', 'destination point', 'template has topic', 'has contributing factor', 'different from', 'Wikidata property example', 'model item', 'has pattern', 'based on'])","dict_values(['P361', 'P397', 'P180', 'P138', 'P31', 'P101', 'P516', 'P527', 'P618', 'P186', 'P301', 'P276', 'P2925', 'P2959', 'P2283', 'P398', 'P5137', 'P921', 'P840', 'P828', 'P971', 'P941', 'P1074', 'P1165', 'P1268', 'P1269', 'P1444', 'P1423', 'P1479', 'P1889', 'P1855', 'P5869', 'P5422', 'P144'])"
Q732480,P136,what type of music does paul gardiner make,dict_keys(['performer']),dict_values(['P175'])
Q20631171,P40,what is raphaël hamburger's mother?,"dict_keys(['child', 'composer'])","dict_values(['P40', 'P86'])"
Q6696338,P413,what position is lucas turk,dict_keys([]),dict_values([])
Q673897,P53,"honoré iii, prince of monaco is a member of what family?","dict_keys(['spouse', 'child', 'father', 'sibling'])","dict_values(['P26', 'P40', 'P22', 'P3373'])"
Q728753,P136,which style of music does steve digiorgio play in?,dict_keys(['has part(s)']),dict_values(['P527'])
Q880114,P170,Who created the show black books,dict_keys([]),dict_values([])
Q4728543,P136,What type of music is in all aglow again!,"dict_keys(['followed by', 'follows'])","dict_values(['P156', 'P155'])"
Q18043758,P19,where in scotland is doug allan born in?,dict_keys(['different from']),dict_values(['P1889'])
Q2894780,P86,Who did the music for the film blown away?,dict_keys([]),dict_values([])
Q4353971,P27,which country is kyle patterson from,dict_keys([]),dict_values([])
Q1097790,P20,Where in the US did ira cohen die,"dict_keys(['cast member', 'founded by', 'cover art by', 'screenwriter', 'director'])","dict_values(['P161', 'P112', 'P736', 'P58', 'P57'])"
Q392530,P136,what type of film is treasure planet?,"dict_keys(['part of', 'has part(s)', 'edition or translation of', 'notable work', 'present in work', 'derivative work', 'fictional universe described in', 'first appearance'])","dict_values(['P361', 'P527', 'P629', 'P800', 'P1441', 'P4969', 'P1445', 'P4584'])"
Q1341481,P58,what film was  robert lepage the writer of,"dict_keys(['author', 'director', 'screenwriter', 'field of work', 'cast member', 'composer', 'creator', 'scenographer', 'contributor to the creative work or subject', 'founded by', 'category combines topics', 'different from', 'film crew member'])","dict_values(['P50', 'P57', 'P58', 'P101', 'P161', 'P86', 'P170', 'P4608', 'P767', 'P112', 'P971', 'P1889', 'P3092'])"
Q6422972,P17,where is knoll lake located,dict_keys([]),dict_values([])
Q77202,P123,What game did 1c company publish?,"dict_keys(['publisher', 'founded by', 'developer', 'translator', 'owned by', 'creator', 'distributed by', 'designed by', 'parent organization'])","dict_values(['P123', 'P112', 'P178', 'P655', 'P127', 'P170', 'P750', 'P287', 'P749'])"
Q23916,P136,what are adventure computer video games,"dict_keys(['field of work', 'genre', 'main subject', 'subclass of', 'product or material produced', 'different from', ""category's main topic""])","dict_values(['P101', 'P136', 'P921', 'P279', 'P1056', 'P1889', 'P301'])"
Q15978520,P27,what is the nationality of  jonathan malen,"dict_keys(['cast member', 'voice actor'])","dict_values(['P161', 'P725'])"
Q90677,P20,where was moritz traube deceased,"dict_keys(['father', 'main subject', ""category's main topic"", 'sibling'])","dict_values(['P22', 'P921', 'P301', 'P3373'])"
Q5446705,P136,what type of film is the fiddlers three?,dict_keys([]),dict_values([])
Q17076861,P136,the living coffin movie falls under which genre?,dict_keys([]),dict_values([])
Q3950821,P58,Who created the story for saturday afternoon?,dict_keys(['notable work']),dict_values(['P800'])
Q4237142,P364,is the movie nightmare in english or another language,dict_keys([]),dict_values([])
Q3940966,P21,What gender is ron emory?,dict_keys([]),dict_values([])
Q316596,P1431,What's a film consecutively produced by justin theroux,"dict_keys(['spouse', 'screenwriter', 'director', 'cast member', 'performer', 'unmarried partner', 'voice actor', 'category combines topics', 'relative', 'executive producer'])","dict_values(['P26', 'P58', 'P57', 'P161', 'P175', 'P451', 'P725', 'P971', 'P1038', 'P1431'])"
Q2981321,P57,who directed the film coco,dict_keys([]),dict_values([])
Q7898086,P136,what kind of music is the up off the floor album,"dict_keys(['followed by', 'part of'])","dict_values(['P156', 'P361'])"
Q5976614,P136,what sort of music is i can wonder what you did with your day,"dict_keys(['followed by', 'follows'])","dict_values(['P156', 'P155'])"
Q1943638,P86,What film has molly nyman contributed to,dict_keys(['composer']),dict_values(['P86'])
Q1443316,P136,what's the name of a christmas music,"dict_keys(['genre', 'subclass of', 'facet of', 'main subject', ""category's main topic"", 'has quality'])","dict_values(['P136', 'P279', 'P1269', 'P921', 'P301', 'P1552'])"
Q6332722,P1408,where was klik broadcasted,dict_keys([]),dict_values([])
Q8019602,P27,what is william tyler olcott's nationality?,"dict_keys(['author', 'named after'])","dict_values(['P50', 'P138'])"
Q25105,P20,Where did ali rizā die,"dict_keys(['father', 'spouse', 'child', 'named after', 'author', 'has part(s)', 'student', 'main subject', 'template has topic', 'sibling'])","dict_values(['P22', 'P26', 'P40', 'P138', 'P50', 'P527', 'P802', 'P921', 'P1423', 'P3373'])"
Q3297682,P264,Which music label is soulhead apart of?,dict_keys(['performer']),dict_values(['P175'])
Q3806646,P1040,Which film did james longley edit?,dict_keys(['director']),dict_values(['P57'])
Q4834683,P21,"What gender is carol victor, hereditary prince of albania","dict_keys(['spouse', 'child', 'sibling'])","dict_values(['P26', 'P40', 'P3373'])"
Q233118,P172,what is the ethnicity of traci lords,"dict_keys(['spouse', 'author', 'named after', 'cast member', 'performer', ""category's main topic"", 'voice actor', 'main subject'])","dict_values(['P26', 'P50', 'P138', 'P161', 'P175', 'P301', 'P725', 'P921'])"
Q116861,P676,what's one song that fran walsh wrote the lyrics for,"dict_keys(['spouse', 'mother', 'screenwriter', 'producer', 'cast member', 'creator', 'winner', 'lyrics by', 'category combines topics'])","dict_values(['P26', 'P25', 'P58', 'P162', 'P161', 'P170', 'P1346', 'P676', 'P971'])"
Q15999523,P509,"what kind of punishment is responsible for joseph \\""mad dog\\"" taborsky's death",dict_keys([]),dict_values([])
Q188473,P136,what is an action film?,"dict_keys(['instance of', 'occupation', 'genre', 'movement', 'subclass of', 'main subject', 'category combines topics', ""category's main topic"", 'item for this sense', 'is a list of'])","dict_values(['P31', 'P106', 'P136', 'P135', 'P279', 'P921', 'P971', 'P301', 'P5137', 'P360'])"
Q405527,P27,where is seishiro etō from,"dict_keys(['successful candidate', 'has part(s)', 'chairperson'])","dict_values(['P991', 'P527', 'P488'])"
Q212961,P509,which governor died from pancreatic cancer?,"dict_keys(['cause of death', 'subclass of', 'genetic association', 'medical condition treated', 'interested in', 'field of work', ""category's main topic"", 'main subject', 'negative prognostic predictor for', 'positive prognostic predictor for', 'therapeutic area', 'medical condition', 'category combines topics', 'increased expression in'])","dict_values(['P509', 'P279', 'P2293', 'P2175', 'P2650', 'P101', 'P301', 'P921', 'P3359', 'P3358', 'P4044', 'P1050', 'P971', 'P1911'])"
Q208882,P27,what is  steve gibb nationality,"dict_keys(['child', 'relative', 'producer'])","dict_values(['P40', 'P1038', 'P162'])"
Q1257444,P136,What is a film in the film adaptation genre?,"dict_keys(['item for this sense', 'instance of', 'genre', 'main subject', 'category combines topics', 'has quality', 'subclass of', 'is a list of', 'has use', 'category contains', ""category's main topic"", 'field of work', 'depicts', 'different from', 'interested in'])","dict_values(['P5137', 'P31', 'P136', 'P921', 'P971', 'P1552', 'P279', 'P360', 'P366', 'P4224', 'P301', 'P101', 'P180', 'P1889', 'P2650'])"
Q2338889,P264,who is an artist from the record label mca records?,"dict_keys(['record label', 'owned by', 'employer', 'has subsidiary', 'replaced by', 'business division', 'distributed by', 'parent organization', 'different from', 'category combines topics', ""category's main topic"", 'defendant'])","dict_values(['P264', 'P127', 'P108', 'P355', 'P1366', 'P199', 'P750', 'P749', 'P1889', 'P971', 'P301', 'P1591'])"
Q592,P136,what is a gay film directed by zero chou,"dict_keys(['sexual orientation', 'subclass of', 'item for this sense', 'occupation', 'lifestyle', 'said to be the same as', 'named after', 'main subject', 'depicts', 'category contains', 'category combines topics', 'intended public', 'field of work', 'has quality', 'different from', 'political alignment', 'part of', 'target', ""category's main topic"", 'represents'])","dict_values(['P91', 'P279', 'P5137', 'P106', 'P1576', 'P460', 'P138', 'P921', 'P180', 'P4224', 'P971', 'P2360', 'P101', 'P1552', 'P1889', 'P1387', 'P361', 'P533', 'P301', 'P1268'])"
Q490423,P17,"What country is rice county, minnesota an administrative division of","dict_keys(['place of birth', 'located in the administrative territorial entity', 'category combines topics', 'shares border with', 'location', 'different from', 'capital of', 'contains the administrative territorial entity', ""category's main topic"", 'place of death'])","dict_values(['P19', 'P131', 'P971', 'P47', 'P276', 'P1889', 'P1376', 'P150', 'P301', 'P20'])"
Q2671826,P138,who was pulaski named after,dict_keys([]),dict_values([])
Q722356,P20,where did  babik reinhardt die,"dict_keys(['father', 'child', 'participant', 'sibling'])","dict_values(['P22', 'P40', 'P710', 'P3373'])"
Q3711,P19,who was born in belgrade?,"dict_keys(['place of birth', 'commemorates', 'residence', 'place of publication', 'depicts', 'twinned administrative body', 'official residence', 'location', 'terminus location', 'place of death', 'organizer', 'location of formation', 'narrative location', 'filming location', 'main subject', 'indigenous to', 'place served by transport hub', 'connects with', 'operating area', 'category combines topics', 'work location', 'applies to jurisdiction', 'primary destinations', ""Wikimedia portal's main topic"", 'facet of', 'replaces', 'replaced by', 'capital of', 'start point', 'published in', 'destination point', 'location of first performance', 'different from', 'item for this sense', 'significant place', 'demonym of', 'place of burial', 'owned by', 'located in the administrative territorial entity', 'headquarters location', ""category's main topic"", 'producer', 'capital', 'named after'])","dict_values(['P19', 'P547', 'P551', 'P291', 'P180', 'P190', 'P263', 'P276', 'P609', 'P20', 'P664', 'P740', 'P840', 'P915', 'P921', 'P2341', 'P931', 'P2789', 'P2541', 'P971', 'P937', 'P1001', 'P1302', 'P1204', 'P1269', 'P1365', 'P1366', 'P1376', 'P1427', 'P1433', 'P1444', 'P4647', 'P1889', 'P5137', 'P7153', 'P6271', 'P119', 'P127', 'P131', 'P159', 'P301', 'P162', 'P36', 'P138'])"
Q7800708,P364,what is the language of tickled pink?,dict_keys([]),dict_values([])
Q102350,P19,Who was born in bytom?,"dict_keys(['place of birth', 'contains the administrative territorial entity', 'twinned administrative body', 'place of death', 'shares border with', 'place of burial', 'located in the administrative territorial entity', 'owned by', 'named after', 'headquarters location', 'location', 'work location', ""category's main topic"", 'category combines topics', 'capital', 'residence', 'applies to jurisdiction', 'main subject', 'location of formation', ""Wikimedia portal's main topic"", 'place of publication', 'part of', 'start point', 'country'])","dict_values(['P19', 'P150', 'P190', 'P20', 'P47', 'P119', 'P131', 'P127', 'P138', 'P159', 'P276', 'P937', 'P301', 'P971', 'P36', 'P551', 'P1001', 'P921', 'P740', 'P1204', 'P291', 'P361', 'P1427', 'P17'])"
Q235770,P175,What is an album by miss kittin?,"dict_keys(['producer', 'performer', 'participant'])","dict_values(['P162', 'P175', 'P710'])"
Q497177,P20,Where did victor baltard die?,"dict_keys(['child', 'architect', 'named after', 'creator', 'main subject', 'designed by', 'category combines topics', 'student of'])","dict_values(['P40', 'P84', 'P138', 'P170', 'P921', 'P287', 'P971', 'P1066'])"
Q17028428,P175,who released the silver gymnasium,"dict_keys(['follows', 'followed by'])","dict_values(['P155', 'P156'])"
Q3833172,P136,What sort of rock does lion write,"dict_keys(['performer', 'different from'])","dict_values(['P175', 'P1889'])"
Q42509,P421,which time zone is used in bussero,"dict_keys(['place of birth', 'located in the administrative territorial entity', 'shares border with', 'named after', 'contains the administrative territorial entity', ""category's main topic"", 'capital of'])","dict_values(['P19', 'P131', 'P47', 'P138', 'P150', 'P301', 'P1376'])"
Q130232,P136,A drama film would be what?,"dict_keys(['subclass of', 'genre', 'instance of', ""category's main topic"", 'field of work', 'composer', 'category combines topics', 'main subject', 'facet of', 'different from'])","dict_values(['P279', 'P136', 'P31', 'P301', 'P101', 'P86', 'P971', 'P921', 'P1269', 'P1889'])"
Q5497282,P40,Who is the son of frederick attenborough?,"dict_keys(['father', 'spouse', 'child', 'named after', 'editor', 'translator'])","dict_values(['P22', 'P26', 'P40', 'P138', 'P98', 'P655'])"
Q771,P19,Who was born in massachusetts,"dict_keys(['country', 'place of birth', 'residence', 'part of', 'author', 'participant', 'located on street', 'employer', 'commissioned by', 'place of burial', 'owned by', 'place of death', 'located in the administrative territorial entity', 'twinned administrative body', 'depicts', 'basin country', 'location', 'place of publication', ""category's main topic"", 'country of origin', 'home port', 'has part(s)', 'shares border with', 'country of citizenship', 'narrative location', 'category combines topics', 'filming location', 'main subject', 'work location', 'country of registry', 'demonym of', 'ratified by', 'location of formation', 'contributor to the creative work or subject', 'operating area', 'indigenous to', 'item for this sense', 'applies to jurisdiction', 'location of creation', ""Wikimedia portal's main topic"", 'facet of', 'fictional analog of', 'capital of', 'replaces', 'destination point', 'replaced by', 'start point', 'defendant', 'template has topic', 'used by', 'plaintiff', 'different from', 'signatory', 'terminus location', 'named after', 'genre', 'contains the administrative territorial entity', 'headquarters location', 'creator'])","dict_values(['P17', 'P19', 'P551', 'P361', 'P50', 'P710', 'P669', 'P108', 'P88', 'P119', 'P127', 'P20', 'P131', 'P190', 'P180', 'P205', 'P276', 'P291', 'P301', 'P495', 'P504', 'P527', 'P47', 'P27', 'P840', 'P971', 'P915', 'P921', 'P937', 'P8047', 'P6271', 'P6193', 'P740', 'P767', 'P2541', 'P2341', 'P5137', 'P1001', 'P1071', 'P1204', 'P1269', 'P1074', 'P1376', 'P1365', 'P1444', 'P1366', 'P1427', 'P1591', 'P1423', 'P1535', 'P1620', 'P1889', 'P1891', 'P609', 'P138', 'P136', 'P150', 'P159', 'P170'])"
Q1054388,P27,what country gives nationality to yoshimi iwasaki,"dict_keys(['performer', 'sibling'])","dict_values(['P175', 'P3373'])"
Q2059697,P140,Which religion does paul g. hatfield identify with,dict_keys([]),dict_values([])
Q1876600,P19,Where was luise berndt born?,"dict_keys(['cast member', 'performer'])","dict_values(['P161', 'P175'])"
Q1514846,P136,What type of film is gerry?,dict_keys([]),dict_values([])
Q8343,P1303,Who is a person well known for being skilled at the clarinet,"dict_keys(['item for this sense', 'subclass of', 'instrumentation', 'has part(s)', 'field of work', 'facet of', 'instrument', 'product or material produced', 'instance of', 'has part(s) of the class', 'depicts', 'uses', 'genre', 'main subject', 'occupation', 'has use', 'part of', ""category's main topic"", 'category combines topics', 'form of creative work'])","dict_values(['P5137', 'P279', 'P870', 'P527', 'P101', 'P1269', 'P1303', 'P1056', 'P31', 'P2670', 'P180', 'P2283', 'P136', 'P921', 'P106', 'P366', 'P361', 'P301', 'P971', 'P7937'])"
Q4739706,P27,what country is amanda muggleton from,dict_keys([]),dict_values([])
Q27844,P19,"who is a man born in delaware county, pennsylvania","dict_keys(['place of birth', 'place of death', 'shares border with', 'located in the administrative territorial entity', 'place of burial', 'owned by', 'location', 'operating area', 'category combines topics', 'applies to jurisdiction', 'residence', 'contains the administrative territorial entity', 'different from', ""category's main topic"", 'capital of'])","dict_values(['P19', 'P20', 'P47', 'P131', 'P119', 'P127', 'P276', 'P2541', 'P971', 'P1001', 'P551', 'P150', 'P1889', 'P301', 'P1376'])"
Q2360255,P175,which singer released an album called eve-olution,"dict_keys(['follows', 'part of', 'followed by'])","dict_values(['P155', 'P361', 'P156'])"
Q3235113,P136,What is the netflix genre for regrets?,dict_keys([]),dict_values([])
Q2014046,P676,Who is the lyricist from the song good morning,dict_keys(['follows']),dict_values(['P155'])
Q6917544,P136,what kind of music is mothermania,dict_keys([]),dict_values([])
Q3805,P19,Name a person born in amman.,"dict_keys(['item for this sense', 'place of birth', 'capital', 'twinned administrative body', 'place of death', 'located in the administrative territorial entity', 'headquarters location', 'location', 'residence', 'named after', 'location of formation', 'work location', 'place served by transport hub', 'category combines topics', 'narrative location', ""category's main topic"", 'replaced by', 'part of', 'filming location', 'applies to jurisdiction', 'main subject', 'place of burial', 'facet of', 'place of publication', ""Wikimedia portal's main topic"", 'published in', 'country of citizenship'])","dict_values(['P5137', 'P19', 'P36', 'P190', 'P20', 'P131', 'P159', 'P276', 'P551', 'P138', 'P740', 'P937', 'P931', 'P971', 'P840', 'P301', 'P1366', 'P361', 'P915', 'P1001', 'P921', 'P119', 'P1269', 'P291', 'P1204', 'P1433', 'P27'])"
Q6303290,P21,is judith berman male or female,dict_keys([]),dict_values([])
Q578109,P106,what is the name of a television producer,"dict_keys(['subclass of', 'occupation', ""category's main topic"", 'instance of', 'position held', 'field of work', 'main subject', 'category combines topics', 'used by', 'item for this sense', 'members have occupation', 'is a list of'])","dict_values(['P279', 'P106', 'P301', 'P31', 'P39', 'P101', 'P921', 'P971', 'P1535', 'P5137', 'P3989', 'P360'])"
Q3210438,P136,What kind of film is the red house,dict_keys([]),dict_values([])
Q61771,P27,Where is emil wiechert from?,"dict_keys(['named after', 'doctoral advisor', ""category's main topic""])","dict_values(['P138', 'P184', 'P301'])"
Q598929,P136,whats a name of a post-punk genre album,"dict_keys(['genre', 'subclass of', 'influenced by', ""category's main topic"", 'main subject'])","dict_values(['P136', 'P279', 'P737', 'P301', 'P921'])"
Q237215,P136,what film genre is barton fink?,dict_keys(['notable work']),dict_values(['P800'])
Q4873211,P179,what series is battles of the clans from?,dict_keys(['followed by']),dict_values(['P156'])
Q841701,P136,what type of genre does turbonegro make,"dict_keys(['producer', 'followed by', 'performer', 'part of', ""category's main topic"", 'member of', 'main subject', 'participant', 'Wikidata property example'])","dict_values(['P162', 'P156', 'P175', 'P361', 'P301', 'P463', 'P921', 'P710', 'P1855'])"
Q5109038,P364,The actors in the film christabel spoke what language,dict_keys(['different from']),dict_values(['P1889'])
Q2936241,P136,what is the genre of the film fake fruit factory,dict_keys([]),dict_values([])
Q361,P607,what military person was involved in world war i,"dict_keys(['cause of death', 'participant', 'has part(s)', 'commemorates', 'part of', 'place of death', 'instance of', 'field of work', 'genre', 'named after', 'follows', 'significant event', 'dedicated to', 'main subject', 'has cause', 'narrative location', 'part of the series', 'depicts', 'subclass of', ""category's main topic"", 'history of topic', 'time period', 'permanent duplicated item', 'set in period', 'has use', 'category combines topics', 'conflict', 'manner of death', 'valid in period', 'facet of', ""Wikimedia portal's main topic"", 'participant in', 'contributing factor of', 'immediate cause of', 'template has topic', 'has contributing factor', 'end cause', 'has effect', 'Wikidata property example', 'inscription mentions', 'commander of (DEPRECATED)'])","dict_values(['P509', 'P710', 'P527', 'P547', 'P361', 'P20', 'P31', 'P101', 'P136', 'P138', 'P155', 'P793', 'P825', 'P921', 'P828', 'P840', 'P179', 'P180', 'P279', 'P301', 'P2184', 'P2348', 'P2959', 'P2408', 'P366', 'P971', 'P607', 'P1196', 'P1264', 'P1269', 'P1204', 'P1344', 'P1537', 'P1536', 'P1423', 'P1479', 'P1534', 'P1542', 'P1855', 'P6568', 'P598'])"
Q3378062,P178,who developed phantasy star collection,dict_keys([]),dict_values([])
Q2412010,P27,which country is nikita bazhenov from,dict_keys([]),dict_values([])
Q5468684,P136,what genre does forensic investigators belong to,dict_keys([]),dict_values([])
Q12059163,P21,What is the gender of tomáš baldýnský,"dict_keys(['screenwriter', 'author', 'cast member', 'art director', 'producer'])","dict_values(['P58', 'P50', 'P161', 'P3174', 'P162'])"
Q8341,P136,Name a jazz album.,"dict_keys(['has part(s)', 'part of', 'field of work', 'has use', 'radio format', 'field of this occupation', 'depicts', 'subclass of', 'interested in', 'studies', 'genre', 'influenced by', 'statement is subject of', 'main subject', ""category's main topic"", 'movement', 'occupation', 'inspired by', 'category combines topics', 'facet of', ""Wikimedia portal's main topic"", 'item for this sense', 'Wikidata property example', 'template has topic', 'different from', 'is metaclass for', 'named after', 'based on'])","dict_values(['P527', 'P361', 'P101', 'P366', 'P415', 'P425', 'P180', 'P279', 'P2650', 'P2578', 'P136', 'P737', 'P805', 'P921', 'P301', 'P135', 'P106', 'P941', 'P971', 'P1269', 'P1204', 'P5137', 'P1855', 'P1423', 'P1889', 'P8225', 'P138', 'P144'])"
Q745915,P136,what genre is the artist cryptopsy,"dict_keys(['performer', 'participant', 'template has topic'])","dict_values(['P175', 'P710', 'P1423'])"
Q7772530,P495,What country does the film the victim originate?,dict_keys([]),dict_values([])
Q1008863,P136,which genre does chapel club belong to,dict_keys(['performer']),dict_values(['P175'])
Q1054574,P136,What's a romance film,"dict_keys(['subclass of', 'composer', ""category's main topic"", 'genre', 'category combines topics', 'item for this sense', 'facet of'])","dict_values(['P279', 'P86', 'P301', 'P136', 'P971', 'P5137', 'P1269'])"
Q4477603,P27,what country is nina usatova from,"dict_keys(['cast member', 'performer', 'director of photography'])","dict_values(['P161', 'P175', 'P344'])"
Q7821729,P264,which label did chef tone sign to,dict_keys([]),dict_values([])
Q912909,P264,Which label is the raconteurs apart of?,"dict_keys(['performer', ""category's main topic"", 'member of', 'category combines topics', 'template has topic'])","dict_values(['P175', 'P301', 'P463', 'P971', 'P1423'])"
Q659186,P136,what genre is the album figure number five,"dict_keys(['follows', 'followed by'])","dict_values(['P155', 'P156'])"
Q6774533,P19,which  town was martha rial born,dict_keys([]),dict_values([])
Q193592,P413,who is a midfielder,"dict_keys(['part of', 'position played on team / speciality', 'subclass of', 'position held', 'occupation', 'field of work', 'place of birth', ""category's main topic"", 'given name', 'item for this sense'])","dict_values(['P361', 'P413', 'P279', 'P39', 'P106', 'P101', 'P19', 'P301', 'P735', 'P5137'])"
Q2882218,P19,which city is catherine sutherland from,"dict_keys(['cast member', 'performer'])","dict_values(['P161', 'P175'])"
Q1525553,P21,what gender is giorgio stegani,"dict_keys(['director', 'screenwriter', 'category combines topics', 'film editor'])","dict_values(['P57', 'P58', 'P971', 'P1040'])"
Q269698,P27,What is marilyn burns's nationality?,"dict_keys(['cast member', 'performer'])","dict_values(['P161', 'P175'])"
Q7045699,P136,What music genre is Noble Beast?,"dict_keys(['follows', 'followed by'])","dict_values(['P155', 'P156'])"
Q6394259,P170,What is a character created by keron grant,dict_keys(['creator']),dict_values(['P170'])
Q3380582,P27,Where in europe is philippe quesne from,dict_keys([]),dict_values([])
Q3259402,P19,where was lord tanamo born,dict_keys([]),dict_values([])
Q7062126,P136,What genre of music is not mathematics?,dict_keys([]),dict_values([])
Q3640970,P264,which label is blitzen trapper signed to,dict_keys(['performer']),dict_values(['P175'])
Q792977,P413,what position does  aykut demir play in fotball,dict_keys([]),dict_values([])
Q7752979,P136,What genre is neskimos,dict_keys([]),dict_values([])
Q7997203,P407,what language was who did you think i was composed in,dict_keys([]),dict_values([])
Q1292684,P21,What is the gender of jerningham wakefield,"dict_keys(['spouse', 'child', 'named after', 'main subject', 'creator'])","dict_values(['P26', 'P40', 'P138', 'P921', 'P170'])"
