qid,target_relation,questions,relation_id,relation_labels
Q4896615,P136,Which genre is best concert: my graduation classified under,dict_keys([]),dict_values([])
Q1486,P19,who was a person born in buenos aires,"dict_keys(['place of birth', 'location of formation', 'parent organization', 'place of publication', 'narrative location', 'work location', 'depicts', 'location of discovery', 'twinned administrative body', 'location', 'residence', 'terminus location', 'part of', 'filming location', 'main subject', 'place served by transport hub', 'country of origin', 'has part(s)', 'commemorates', 'home port', 'port of registry', 'indigenous to', 'place of detention', 'via', 'location of first performance', 'item for this sense', 'research site', 'demonym of', 'model item', 'located in the ecclesiastical territorial entity', 'category combines topics', ""category's main topic"", 'has subsidiary', 'applies to jurisdiction', 'location of creation', 'facet of', 'replaced by', 'start point', 'published in', 'different from', 'destination point', 'place of death', 'located in the administrative territorial entity', 'instance of', 'capital', 'shares border with', 'place of burial', 'publisher', 'owned by', 'named after', 'contains the administrative territorial entity', 'headquarters location', 'manufacturer'])","dict_values(['P19', 'P740', 'P749', 'P291', 'P840', 'P937', 'P180', 'P189', 'P190', 'P276', 'P551', 'P609', 'P361', 'P915', 'P921', 'P931', 'P495', 'P527', 'P547', 'P504', 'P532', 'P2341', 'P2632', 'P2825', 'P4647', 'P5137', 'P6153', 'P6271', 'P5869', 'P5607', 'P971', 'P301', 'P355', 'P1001', 'P1071', 'P1269', 'P1366', 'P1427', 'P1433', 'P1889', 'P1444', 'P20', 'P131', 'P31', 'P36', 'P47', 'P119', 'P123', 'P127', 'P138', 'P150', 'P159', 'P176'])"
Q1964256,P495,which country produced anna pavlova,dict_keys([]),dict_values([])
Q6684865,P364,What language is spoken in lotsa luck,dict_keys([]),dict_values([])
Q935655,P21,what is pentti eskola's gender,"dict_keys(['spouse', 'different from'])","dict_values(['P26', 'P1889'])"
Q1048387,P136,What is a golf related point-and-click game,"dict_keys(['named after', 'follows', 'different from', 'subclass of'])","dict_values(['P138', 'P155', 'P1889', 'P279'])"
Q430489,P105,What is the organism classification of a bushpig?,"dict_keys(['parent taxon', ""category's main topic"", 'main subject', 'host'])","dict_values(['P171', 'P301', 'P921', 'P2975'])"
Q3639416,P364,what languages are spoken in the film snow white and the three stooges?,dict_keys([]),dict_values([])
Q3178481,P136,what type of music is jewelry box?,"dict_keys(['follows', 'part of', 'followed by'])","dict_values(['P155', 'P361', 'P156'])"
Q4350129,P364,which language is transit spoken in,dict_keys([]),dict_values([])
Q265252,P175,Name an album by the artist buckethead.,"dict_keys(['has part(s)', 'performer', 'composer', ""category's main topic"", 'category combines topics', 'influenced by', 'template has topic', 'different from', 'participant'])","dict_values(['P527', 'P175', 'P86', 'P301', 'P971', 'P737', 'P1423', 'P1889', 'P710'])"
Q7744777,P136,What type of rock is recorded on the kitchen tapes,dict_keys([]),dict_values([])
Q862005,P175,What is an album by bill callahan (musician)?,"dict_keys(['performer', 'followed by', 'producer', 'category combines topics'])","dict_values(['P175', 'P156', 'P162', 'P971'])"
Q7752434,P136,What genre of music does the mothmen create,dict_keys(['performer']),dict_values(['P175'])
Q192992,P17,Which country is carbon county a second level division of?,"dict_keys(['shares border with', 'located in the administrative territorial entity', 'location', 'has part(s)', 'category combines topics', 'operating area', 'contains the administrative territorial entity', ""category's main topic"", 'capital of', 'different from'])","dict_values(['P47', 'P131', 'P276', 'P527', 'P971', 'P2541', 'P150', 'P301', 'P1376', 'P1889'])"
Q879203,P19,where was timo achenbach born?,dict_keys([]),dict_values([])
Q280658,P413,he plays forward in soccer.,"dict_keys(['position played on team / speciality', 'position held', 'subclass of', 'located in the administrative territorial entity', ""category's main topic"", 'fictional analog of', 'item for this sense', 'opposite of'])","dict_values(['P413', 'P39', 'P279', 'P131', 'P301', 'P1074', 'P5137', 'P461'])"
Q336286,P413,Name a Brazilian soccer defender,"dict_keys(['position played on team / speciality', 'subclass of', ""category's main topic"", 'position held', 'occupation', 'composer', 'item for this sense', 'subject has role', 'different from', 'category combines topics', 'fictional analog of', 'opposite of'])","dict_values(['P413', 'P279', 'P301', 'P39', 'P106', 'P86', 'P5137', 'P2868', 'P1889', 'P971', 'P1074', 'P461'])"
Q982314,P509,how did luiz gonzaga die,"dict_keys(['father', 'composer', ""category's main topic"", 'influenced by', 'named after', 'performer', 'sibling', 'depicted by'])","dict_values(['P22', 'P86', 'P301', 'P737', 'P138', 'P175', 'P3373', 'P1299'])"
Q6111316,P19,where was  jack bolling born,dict_keys([]),dict_values([])
Q14948561,P86,who composed music for dhoom 3: back in action?,dict_keys(['Wikidata property example']),dict_values(['P1855'])
Q2776593,P86,"Who wrote brother, can you spare a dime?",dict_keys(['named after']),dict_values(['P138'])
Q3790733,P136,what type of movie is i due compari?,dict_keys([]),dict_values([])
Q311193,P264,What label does yoshiki (musician) represent,"dict_keys(['composer', 'performer', 'lyrics by', ""category's main topic"", 'founded by', 'producer', 'category combines topics', 'has part(s)', 'sibling'])","dict_values(['P86', 'P175', 'P676', 'P301', 'P112', 'P162', 'P971', 'P527', 'P3373'])"
Q16557,P19,"Who was born in dallas, texas","dict_keys(['item for this sense', 'place of birth', 'place of death', 'capital', 'shares border with', 'located in the administrative territorial entity', 'named after', 'contains the administrative territorial entity', 'headquarters location', 'twinned administrative body', 'location', 'place of publication', 'residence', 'location of formation', 'owned by', 'terminus location', 'narrative location', 'place of burial', 'work location', 'filming location', 'place served by transport hub', 'location of creation', 'start point', 'different from', 'applies to jurisdiction', 'operator', 'licensed to broadcast to', 'facet of', 'via', 'recording location', 'category combines topics', 'destination point', 'main subject', 'operating area', 'recorded at studio or venue', ""category's main topic"", ""Wikimedia portal's main topic"", 'significant place'])","dict_values(['P5137', 'P19', 'P20', 'P36', 'P47', 'P131', 'P138', 'P150', 'P159', 'P190', 'P276', 'P291', 'P551', 'P740', 'P127', 'P609', 'P840', 'P119', 'P937', 'P915', 'P931', 'P1071', 'P1427', 'P1889', 'P1001', 'P137', 'P1408', 'P1269', 'P2825', 'P8546', 'P971', 'P1444', 'P921', 'P2541', 'P483', 'P301', 'P1204', 'P7153'])"
Q952856,P27,What is miguelanxo prado's nationality?,"dict_keys(['author', 'screenwriter', 'illustrator', 'director', 'creator', 'art director', 'category combines topics'])","dict_values(['P50', 'P58', 'P110', 'P57', 'P170', 'P3174', 'P971'])"
Q183412,P264,who recorded emi,"dict_keys(['has part(s)', 'record label', 'said to be the same as', 'employer', 'founded by', 'publisher', 'owned by', 'follows', 'operator', 'manufacturer', 'developer', 'producer', 'followed by', 'parent organization', 'distributed by', 'category combines topics', 'different from', 'replaces', 'sponsor', 'production company', 'has subsidiary', ""category's main topic"", 'copyright holder'])","dict_values(['P527', 'P264', 'P460', 'P108', 'P112', 'P123', 'P127', 'P155', 'P137', 'P176', 'P178', 'P162', 'P156', 'P749', 'P750', 'P971', 'P1889', 'P1365', 'P859', 'P272', 'P355', 'P301', 'P3931'])"
Q178469,P138,Who was named after biafra?,"dict_keys(['country', 'place of death', 'owned by', 'country of citizenship', 'located in the administrative territorial entity', 'named after', 'country of origin', 'country of registry', 'operating area', ""category's main topic"", 'capital of', 'applies to jurisdiction', 'replaces', 'allegiance', 'demonym of', 'category combines topics'])","dict_values(['P17', 'P20', 'P127', 'P27', 'P131', 'P138', 'P495', 'P8047', 'P2541', 'P301', 'P1376', 'P1001', 'P1365', 'P945', 'P6271', 'P971'])"
Q7412079,P106,what profession was samuel m. roosevelt,"dict_keys(['child', 'sibling', 'owned by'])","dict_values(['P40', 'P3373', 'P127'])"
Q4224761,P19,where in the united states was vern oliver knudsen born in?,"dict_keys(['named after', 'doctoral advisor', 'doctoral student'])","dict_values(['P138', 'P184', 'P185'])"
Q5280850,P27,Where is dirk muschiol from?,dict_keys([]),dict_values([])
Q10922,P136,what album has hardcore punk music?,"dict_keys(['field of work', 'genre', 'subclass of', 'named after', ""category's main topic"", 'category combines topics', 'template has topic', 'has part(s)', 'different from', 'influenced by', 'main subject'])","dict_values(['P101', 'P136', 'P279', 'P138', 'P301', 'P971', 'P1423', 'P527', 'P1889', 'P737', 'P921'])"
Q583712,P20,Where did harry catterick die?,dict_keys([]),dict_values([])
Q66383,P27,what is the nationality of heinrich kreutz,"dict_keys(['discoverer or inventor', 'named after', 'doctoral student'])","dict_values(['P61', 'P138', 'P185'])"
Q1048902,P413,Who is someone that is well known for being a pitcher,"dict_keys(['position played on team / speciality', 'participant', 'occupation', 'position held', 'has part(s)', 'depicts', ""category's main topic"", 'subclass of', 'item for this sense'])","dict_values(['P413', 'P710', 'P106', 'P39', 'P527', 'P180', 'P301', 'P279', 'P5137'])"
Q6371976,P112,which organization did karl keating create,dict_keys([]),dict_values([])
Q12152,P509,what person died from a myocardial infarction?,"dict_keys(['cause of death', 'main subject', 'medical condition treated', 'significant event', 'has cause', 'subclass of', 'genetic association', ""category's main topic"", 'therapeutic area', 'may prevent', 'item for this sense', 'medical condition', 'facet of', 'has effect', 'military casualty classification', 'Wikidata property example', 'different from', 'category combines topics'])","dict_values(['P509', 'P921', 'P2175', 'P793', 'P828', 'P279', 'P2293', 'P301', 'P4044', 'P4954', 'P5137', 'P1050', 'P1269', 'P1542', 'P1347', 'P1855', 'P1889', 'P971'])"
Q2021416,P112,Who is the founder of volcom,"dict_keys(['sponsor', 'has subsidiary'])","dict_values(['P859', 'P355'])"
Q568123,P495,which european country is draculafilmed in?,dict_keys(['derivative work']),dict_values(['P4969'])
Q1345,P19,Who was born in Philadelphia?,"dict_keys(['depicts', 'place of birth', 'twinned administrative body', 'collection', 'location', 'place of publication', 'residence', 'home port', 'terminus', 'terminus location', 'exhibition history', 'organizer', 'narrative location', 'location of formation', 'filming location', 'main subject', 'place served by transport hub', 'work location', 'indigenous to', 'operating area', ""category's main topic"", 'category combines topics', 'item for this sense', 'location of creation', 'applies to jurisdiction', 'licensed to broadcast to', ""Wikimedia portal's main topic"", 'facet of', 'template has topic', 'start point', 'coextensive with', 'destination point', 'location of first performance', 'inscription mentions', 'plaintiff', 'significant place', 'funder', 'place of death', 'place of burial', 'publisher', 'maintained by', 'owned by', 'located in the administrative territorial entity', 'named after', 'contains the administrative territorial entity', 'headquarters location', 'shares border with', 'capital', 'employer', 'operator', 'manufacturer'])","dict_values(['P180', 'P19', 'P190', 'P195', 'P276', 'P291', 'P551', 'P504', 'P559', 'P609', 'P608', 'P664', 'P840', 'P740', 'P915', 'P921', 'P931', 'P937', 'P2341', 'P2541', 'P301', 'P971', 'P5137', 'P1071', 'P1001', 'P1408', 'P1204', 'P1269', 'P1423', 'P1427', 'P3403', 'P1444', 'P4647', 'P6568', 'P1620', 'P7153', 'P8324', 'P20', 'P119', 'P123', 'P126', 'P127', 'P131', 'P138', 'P150', 'P159', 'P47', 'P36', 'P108', 'P137', 'P176'])"
Q7297253,P175,Which artist is from the album ray brown / milt jackson,"dict_keys(['follows', 'followed by'])","dict_values(['P155', 'P156'])"
Q3790719,P364,The book dragons of summer flame was principally written in what language?,"dict_keys(['follows', 'present in work'])","dict_values(['P155', 'P1441'])"
Q3844,P19,Name a football defender that was born in brazzaville,"dict_keys(['place of birth', 'item for this sense', 'located in the administrative territorial entity', 'place of death', 'shares border with', 'airline hub', 'capital', 'place of burial', 'twinned administrative body', 'contains the administrative territorial entity', 'headquarters location', 'location', 'residence', 'official residence', 'indigenous to', 'place served by transport hub', 'location of formation', 'terminus location', 'named after', 'work location', ""category's main topic"", 'category combines topics', 'operating area', 'start point', 'main subject'])","dict_values(['P19', 'P5137', 'P131', 'P20', 'P47', 'P113', 'P36', 'P119', 'P190', 'P150', 'P159', 'P276', 'P551', 'P263', 'P2341', 'P931', 'P740', 'P609', 'P138', 'P937', 'P301', 'P971', 'P2541', 'P1427', 'P921'])"
Q3082622,P738,Who influenced frank furness,"dict_keys(['architect', 'student', 'student of'])","dict_values(['P84', 'P802', 'P1066'])"
Q6899192,P136,What type of TV show is money talks,dict_keys([]),dict_values([])
Q127289,P264,which musician recorded volcano entertainment,"dict_keys(['record label', 'distributed by', ""category's main topic"", 'category combines topics', 'different from'])","dict_values(['P264', 'P750', 'P301', 'P971', 'P1889'])"
Q838368,P136,What is a black-and-white film?,"dict_keys(['opposite of', 'color', 'subclass of', 'depicts', ""category's main topic"", 'illustrator', 'genre', 'instance of', 'category combines topics', 'follows', 'used by', 'Wikidata property example', 'different from', 'has quality', 'form of creative work', 'official color'])","dict_values(['P461', 'P462', 'P279', 'P180', 'P301', 'P110', 'P136', 'P31', 'P971', 'P155', 'P1535', 'P1855', 'P1889', 'P1552', 'P7937', 'P6364'])"
Q425931,P86,who was the composer of dammit,"dict_keys(['follows', 'followed by'])","dict_values(['P155', 'P156'])"
Q3755285,P19,which country was chien wei-zang born in,"dict_keys(['spouse', 'author', 'doctoral advisor', 'doctoral student'])","dict_values(['P26', 'P50', 'P184', 'P185'])"
Q272282,P264,which record company is stina nordenstam signed to,dict_keys(['performer']),dict_values(['P175'])
Q7201274,P136,What genre is planets of old?,"dict_keys(['followed by', 'follows'])","dict_values(['P156', 'P155'])"
Q226730,P136,What's an example of a silent film,"dict_keys(['instance of', 'genre', 'subclass of', 'interested in', 'time period', ""category's main topic"", 'influenced by', 'main subject', 'category combines topics', 'facet of', 'product or material produced', 'different from', 'original language of film or TV show', 'field of this occupation', 'opposite of', 'field of work', 'composer', 'form of creative work', 'item for this sense', 'followed by'])","dict_values(['P31', 'P136', 'P279', 'P2650', 'P2348', 'P301', 'P737', 'P921', 'P971', 'P1269', 'P1056', 'P1889', 'P364', 'P425', 'P461', 'P101', 'P86', 'P7937', 'P5137', 'P156'])"
Q6830439,P21,was michael fry born male or female,"dict_keys(['author', 'creator'])","dict_values(['P50', 'P170'])"
Q1242354,P407,What language is dont you turn your back on me in,dict_keys(['followed by']),dict_values(['P156'])
Q328248,P19,where was pierre alechinsky born?,"dict_keys(['father', 'named after', 'creator', 'main subject', 'participant', 'represents', 'Wikidata property example'])","dict_values(['P22', 'P138', 'P170', 'P921', 'P710', 'P1268', 'P1855'])"
Q2536043,P404,what is the gameplay mode of nhl 08,dict_keys([]),dict_values([])
Q188473,P136,What is the name of an action film,"dict_keys(['is a list of', 'instance of', 'occupation', 'genre', 'movement', 'subclass of', 'main subject', ""category's main topic"", 'category combines topics', 'item for this sense'])","dict_values(['P360', 'P31', 'P106', 'P136', 'P135', 'P279', 'P921', 'P301', 'P971', 'P5137'])"
Q3218820,P136,what type of film is roughest africa,dict_keys([]),dict_values([])
Q131272,P136,what is a soul music album title,"dict_keys(['genre', 'subclass of', ""category's main topic"", 'influenced by', 'Wikidata property example', 'field of this occupation', 'main subject', 'facet of', 'category combines topics', 'inspired by', 'item for this sense'])","dict_values(['P136', 'P279', 'P301', 'P737', 'P1855', 'P425', 'P921', 'P1269', 'P971', 'P941', 'P5137'])"
Q7052326,P27,what is norman harold moss's nationality,dict_keys([]),dict_values([])
Q7326975,P20,what city and state did  richard k. sorenson die,dict_keys([]),dict_values([])
Q5377423,P710,which country was involved in engagements on lake huron?,dict_keys([]),dict_values([])
Q494774,P131,what city is in warren county,"dict_keys(['place of birth', 'shares border with', 'located in the administrative territorial entity', 'contains the administrative territorial entity', 'different from', 'place of death', 'location', 'operating area', 'category combines topics', 'named after', ""category's main topic"", 'place served by transport hub', 'template has topic', 'capital of'])","dict_values(['P19', 'P47', 'P131', 'P150', 'P1889', 'P20', 'P276', 'P2541', 'P971', 'P138', 'P301', 'P931', 'P1423', 'P1376'])"
Q5176686,P136,what film genre is the movie  count me out,dict_keys([]),dict_values([])
Q8044275,P178,Who is the developer behind xiaolin showdown?,dict_keys([]),dict_values([])
Q241111,P175,what is an album from the artist alexia (italian singer)?,"dict_keys(['performer', 'producer', 'author', 'different from', 'participant', 'category combines topics', 'winner', 'template has topic'])","dict_values(['P175', 'P162', 'P50', 'P1889', 'P710', 'P971', 'P1346', 'P1423'])"
Q2143665,P136,what is a family film?,"dict_keys(['item for this sense', 'genre', 'field of work', 'instance of', 'different from', 'category combines topics', 'subclass of', 'is a list of', 'category contains', 'main subject', ""category's main topic"", 'industry'])","dict_values(['P5137', 'P136', 'P101', 'P31', 'P1889', 'P971', 'P279', 'P360', 'P4224', 'P921', 'P301', 'P452'])"
Q1567843,P21,What is the gender of rafael pollack?,dict_keys([]),dict_values([])
Q183066,P136,what netflix genre is the title the hurt locker,"dict_keys(['notable work', 'main subject'])","dict_values(['P800', 'P921'])"
Q121594,P106,who is a professor,"dict_keys(['honorific prefix', 'instance of', 'academic degree', 'position held', 'given name', 'professorship', 'significant event', 'notable work', 'noble title', 'field of work', 'occupation', 'doctoral advisor', 'subclass of', 'is a list of', 'organizer', ""category's main topic"", 'interested in', 'subject has role', 'academic appointment', 'practiced by', 'category contains', 'members have occupation', 'item for this sense', 'main subject', 'academic major', 'category combines topics', 'honorific suffix', 'student of', 'officeholder', 'different from', 'facet of', 'employer', 'owned by', 'named after', 'follows', 'award received'])","dict_values(['P511', 'P31', 'P512', 'P39', 'P735', 'P803', 'P793', 'P800', 'P97', 'P101', 'P106', 'P184', 'P279', 'P360', 'P664', 'P301', 'P2650', 'P2868', 'P8413', 'P3095', 'P4224', 'P3989', 'P5137', 'P921', 'P812', 'P971', 'P1035', 'P1066', 'P1308', 'P1889', 'P1269', 'P108', 'P127', 'P138', 'P155', 'P166'])"
Q7045050,P136,What genre of music is from the album no sweat,"dict_keys(['follows', 'followed by'])","dict_values(['P155', 'P156'])"
Q201330,P413,what is the name of a goalkeeper,"dict_keys(['is a list of', 'position played on team / speciality', 'depicts', 'subclass of', ""category's main topic"", 'position held', 'occupation', 'main subject', 'category combines topics', 'has part(s) of the class', 'item for this sense', 'used by', 'different from'])","dict_values(['P360', 'P413', 'P180', 'P279', 'P301', 'P39', 'P106', 'P921', 'P971', 'P2670', 'P5137', 'P1535', 'P1889'])"
Q1283952,P800,what structure did edgar j. kaufmann design,dict_keys(['father']),dict_values(['P22'])
Q1324800,P27,Where was Elaine Dundy born?,"dict_keys(['spouse', 'author'])","dict_values(['P26', 'P50'])"
Q361163,P172,what is yevgeny khaldei's ethnic origin?,"dict_keys(['creator', 'participant'])","dict_values(['P170', 'P710'])"
Q309704,P738,who did leconte de lisle influence,"dict_keys(['author', 'named after', 'lyrics by', ""category's main topic"", 'godparent', 'translator', 'main subject', 'officeholder', 'speaker'])","dict_values(['P50', 'P138', 'P676', 'P301', 'P1290', 'P655', 'P921', 'P1308', 'P823'])"
Q3503413,P27,what is the nationality for sulejman rebac,dict_keys([]),dict_values([])
Q57217,P413,what is the position played by andreas hinkel,dict_keys([]),dict_values([])
Q849475,P156,what is the sequel of the film shanghai noon,"dict_keys(['present in work', 'follows'])","dict_values(['P1441', 'P155'])"
Q4910247,P20,what city was bill morgan deceased in,dict_keys([]),dict_values([])
Q3154573,P170,which author created the character baker street irregulars?,dict_keys(['named after']),dict_values(['P138'])
Q3537408,P136,what genre does transcendental blues affiliate with,"dict_keys(['followed by', 'part of', 'follows'])","dict_values(['P156', 'P361', 'P155'])"
Q693401,P27,What country is stanislav redens from?,dict_keys([]),dict_values([])
Q2531955,P57,which film was directed by melvin van peebles,"dict_keys(['author', 'father', 'director', 'screenwriter', 'cast member', 'composer', 'librettist', 'producer', 'film editor', 'performer', 'category combines topics', 'lyrics by', 'main subject'])","dict_values(['P50', 'P22', 'P57', 'P58', 'P161', 'P86', 'P87', 'P162', 'P1040', 'P175', 'P971', 'P676', 'P921'])"
Q7261674,P21,What is Purvis Young's gender?,dict_keys(['creator']),dict_values(['P170'])
Q44492,P27,What is norayr bakhtamyan's nationality?,dict_keys([]),dict_values([])
Q862035,P19,what country was  bill d. burlison born,dict_keys([]),dict_values([])
Q7626405,P21,what is stuart chandler's gender,dict_keys([]),dict_values([])
Q5593281,P27,which country is graham stevenson from,dict_keys([]),dict_values([])
Q18287634,P364,"what is the language used in the film dagmars hot pants, inc.",dict_keys([]),dict_values([])
Q971949,P136,what kinds of music is played by neil cicierega,"dict_keys(['spouse', 'creator', 'founded by', 'performer', 'has part(s)', 'lyrics by', 'sibling'])","dict_values(['P26', 'P170', 'P112', 'P175', 'P527', 'P676', 'P3373'])"
Q2889419,P710,which country held battle of muar,"dict_keys(['part of', 'conflict'])","dict_values(['P361', 'P607'])"
Q4954893,P21,is bradley bubb male or female,dict_keys([]),dict_values([])
Q719052,P21,is arzén von cserépy male or female,"dict_keys(['director', 'screenwriter', 'producer', 'founded by', 'category combines topics'])","dict_values(['P57', 'P58', 'P162', 'P112', 'P971'])"
Q5460627,P19,Which country was florence graves born in,dict_keys([]),dict_values([])
Q3546269,P495,which country was beyond good and evil filmed in,dict_keys([]),dict_values([])
Q2350996,P19,which journalist was born in webster?,"dict_keys(['place of birth', 'place of death', 'capital', 'located in the administrative territorial entity', ""category's main topic"", 'contains the administrative territorial entity', 'place of publication'])","dict_values(['P19', 'P20', 'P36', 'P131', 'P301', 'P150', 'P291'])"
Q5891,P136,what book is a type of philosophy genre?,"dict_keys(['field of work', 'instance of', 'educated at', 'genre', 'occupation', 'movement', 'facet of', 'academic degree', 'has part(s)', 'part of', 'main subject', 'academic major', 'has cause', 'dedicated to', 'field of this occupation', 'academic minor', 'depicts', 'subclass of', 'uses', 'studies', 'studied by', 'field of usage', 'template has topic', 'Wikidata property example', 'interested in', 'different from', 'permanent duplicated item', 'item for this sense', 'category combines topics', ""Wikimedia portal's main topic"", 'named after', ""category's main topic""])","dict_values(['P101', 'P31', 'P69', 'P136', 'P106', 'P135', 'P1269', 'P512', 'P527', 'P361', 'P921', 'P812', 'P828', 'P825', 'P425', 'P811', 'P180', 'P279', 'P2283', 'P2578', 'P2579', 'P9488', 'P1423', 'P1855', 'P2650', 'P1889', 'P2959', 'P5137', 'P971', 'P1204', 'P138', 'P301'])"
Q11399,P136,Name a rock music album.,"dict_keys(['depicts', 'field of work', 'record label', 'genre', 'subclass of', 'occupation', 'movement', 'is metaclass for', 'is a list of', 'part of', 'radio format', 'influenced by', 'interested in', 'field of this occupation', 'notable work', 'main subject', 'category combines topics', ""Wikimedia portal's main topic"", 'facet of', 'template has topic', 'item for this sense', 'has quality', 'Wikidata property example', ""category's main topic"", 'named after', 'based on'])","dict_values(['P180', 'P101', 'P264', 'P136', 'P279', 'P106', 'P135', 'P8225', 'P360', 'P361', 'P415', 'P737', 'P2650', 'P425', 'P800', 'P921', 'P971', 'P1204', 'P1269', 'P1423', 'P5137', 'P1552', 'P1855', 'P301', 'P138', 'P144'])"
Q5069965,P136,What genre is the album champion,"dict_keys(['follows', 'followed by'])","dict_values(['P155', 'P156'])"
Q5336915,P509,what killed eden ross lipson,dict_keys([]),dict_values([])
Q4992506,P58,which episodes of star trek voyager did kenneth biller write,"dict_keys(['director', 'screenwriter', 'producer'])","dict_values(['P57', 'P58', 'P162'])"
Q7441870,P136,What kind of show was season 25: oprah behind the scenes,dict_keys([]),dict_values([])
Q17038833,P21,what gender is wipeout?,dict_keys([]),dict_values([])
Q5214216,P413,what soccer position does  dan popik play,dict_keys([]),dict_values([])
Q1107,P136,name an  anime tv program,"dict_keys(['instance of', 'product or material produced', 'main subject', 'item for this sense', 'different from', 'genre', 'field of work', 'has part(s)', 'subclass of', 'industry', 'category combines topics', ""category's main topic"", 'facet of', 'is a list of', 'influenced by', 'named after', 'part of', 'fabrication method', 'used by', 'template has topic', 'interested in', 'is metaclass for', 'opposite of', 'typically sells', 'category contains'])","dict_values(['P31', 'P1056', 'P921', 'P5137', 'P1889', 'P136', 'P101', 'P527', 'P279', 'P452', 'P971', 'P301', 'P1269', 'P360', 'P737', 'P138', 'P361', 'P2079', 'P1535', 'P1423', 'P2650', 'P8225', 'P461', 'P7163', 'P4224'])"
Q1642699,P19,Where was peter halley born?,"dict_keys(['creator', 'founded by', 'participant', 'copyright holder', 'copyright representative'])","dict_values(['P170', 'P112', 'P710', 'P3931', 'P6275'])"
Q3967329,P364,what language is spymaker: the secret life of ian fleming in,dict_keys([]),dict_values([])
Q12026485,P20,Where was josef pehr deceased?,"dict_keys(['cast member', 'spouse', 'father', 'voice actor'])","dict_values(['P161', 'P26', 'P22', 'P725'])"
Q185613,P178,what game was developed by nival interactive,"dict_keys(['publisher', 'developer', 'parent organization', 'designed by', ""category's main topic""])","dict_values(['P123', 'P178', 'P749', 'P287', 'P301'])"
Q2705846,P27,which country is artak dashyan from,dict_keys([]),dict_values([])
Q207393,P136,what's an example of a concept album,"dict_keys(['said to be the same as', 'main subject', ""category's main topic"", 'has quality', 'form of creative work'])","dict_values(['P460', 'P921', 'P301', 'P1552', 'P7937'])"
Q829,P19,Who is a singer born in utah?,"dict_keys(['item for this sense', 'place of birth', 'shares border with', 'place of death', 'place of burial', 'located in the administrative territorial entity', 'owned by', 'basin country', 'named after', 'location', 'location of formation', 'terminus location', 'narrative location', 'contains the administrative territorial entity', 'filming location', 'applies to jurisdiction', 'capital of', 'Wikidata property example', 'different from', 'indigenous to', 'location of discovery', 'has part(s)', 'residence', 'site of astronomical discovery', 'work location', 'replaced by', 'signatory', 'operating area', 'facet of', 'headquarters location', 'part of', 'category combines topics', ""Wikimedia portal's main topic"", 'main subject', ""category's main topic"", 'depicts', 'has effect', 'defendant', 'plaintiff', 'participant', 'employer', 'fictional analog of', 'template has topic'])","dict_values(['P5137', 'P19', 'P47', 'P20', 'P119', 'P131', 'P127', 'P205', 'P138', 'P276', 'P740', 'P609', 'P840', 'P150', 'P915', 'P1001', 'P1376', 'P1855', 'P1889', 'P2341', 'P189', 'P527', 'P551', 'P65', 'P937', 'P1366', 'P1891', 'P2541', 'P1269', 'P159', 'P361', 'P971', 'P1204', 'P921', 'P301', 'P180', 'P1542', 'P1591', 'P1620', 'P710', 'P108', 'P1074', 'P1423'])"
Q1203742,P136,What is as tears go by classified as,dict_keys([]),dict_values([])
Q951483,P170,princess jasmine was created by who?,"dict_keys(['said to be the same as', 'child', 'spouse', 'has part(s)', 'characters'])","dict_values(['P460', 'P40', 'P26', 'P527', 'P674'])"
Q45981,P136,What is the name of a rhythm and blues artist,"dict_keys(['radio format', 'field of work', 'genre', 'occupation', 'movement', 'subclass of', ""category's main topic"", 'main subject', 'influenced by', 'category combines topics'])","dict_values(['P415', 'P101', 'P136', 'P106', 'P135', 'P279', 'P301', 'P921', 'P737', 'P971'])"
Q361927,P175,which album is created by joshua redman,"dict_keys(['performer', 'composer', 'child', 'cast member', 'has part(s)', 'participant'])","dict_values(['P175', 'P86', 'P40', 'P161', 'P527', 'P710'])"
Q314444,P106,What is mark lombardi's profession?,dict_keys([]),dict_values([])
Q3593223,P421,what time zone is sauvie island in?,"dict_keys(['place of death', 'named after', 'located in/on physical feature', 'location', ""category's main topic""])","dict_values(['P20', 'P138', 'P706', 'P276', 'P301'])"
Q666697,P86,what movie did primal scream musically contribute to,"dict_keys(['performer', 'producer', ""category's main topic"", 'member of', 'participant', 'winner', 'category combines topics'])","dict_values(['P175', 'P162', 'P301', 'P463', 'P710', 'P1346', 'P971'])"
Q534949,P27,what country did martha mercader originate from,dict_keys(['screenwriter']),dict_values(['P58'])
Q7143183,P20,What city did pat abbruzzi die in?,dict_keys([]),dict_values([])
Q193592,P413,which soccer player is charged of midfielder,"dict_keys(['part of', 'position played on team / speciality', 'subclass of', 'position held', 'occupation', 'field of work', 'place of birth', ""category's main topic"", 'given name', 'item for this sense'])","dict_values(['P361', 'P413', 'P279', 'P39', 'P106', 'P101', 'P19', 'P301', 'P735', 'P5137'])"
Q336286,P413,what player is a defender?,"dict_keys(['position played on team / speciality', 'subclass of', ""category's main topic"", 'position held', 'occupation', 'composer', 'item for this sense', 'subject has role', 'different from', 'category combines topics', 'fictional analog of', 'opposite of'])","dict_values(['P413', 'P279', 'P301', 'P39', 'P106', 'P86', 'P5137', 'P2868', 'P1889', 'P971', 'P1074', 'P461'])"
